datetime,open,high,low,close
2022-06-17 12:45:00,32686.6,32810.5,32632.35,32689.0
2022-05-17 14:45:00,34314.4,34341.65,34286.05,34305.0
2022-02-24 11:15:00,36138.9,36226.65,36132.15,36190.6
2023-01-03 12:15:00,43275.2,43278.8,43208.4,43228.3
2022-02-28 14:30:00,36044.9,36153.55,35965.25,36089.0
2022-02-08 11:15:00,37444.8,37544.0,37416.2,37529.2
2023-03-10 15:15:00,40488.9,40523.15,40472.3,40488.8
2022-03-11 14:30:00,34472.9,34617.35,34420.95,34603.0
2022-03-15 15:15:00,35032.6,35078.75,34911.3,34941.7
2023-05-09 14:00:00,43248.0,43313.8,43155.5,43255.9
2023-03-27 10:00:00,39528.9,39563.5,39487.15,39503.2
2023-03-16 13:30:00,38981.0,39110.15,38967.7,39008.6
2022-05-11 13:45:00,34358.1,34468.45,34332.45,34445.8
2022-04-07 13:00:00,37878.6,37932.2,37813.1,37879.1
2022-03-04 10:15:00,34366.9,34366.95,34221.0,34230.1
2022-12-09 11:15:00,43706.9,43715.65,43679.95,43705.4
2022-03-28 11:45:00,35124.8,35137.85,35085.75,35134.4
2022-07-14 12:15:00,34722.7,34775.0,34689.0,34700.2
2022-02-02 13:45:00,39200.6,39215.0,39109.35,39158.6
2022-09-21 14:00:00,41220.4,41330.9,41200.4,41295.6
2023-07-20 13:30:00,45948.8,46010.8,45883.25,45950.9
2022-04-12 09:45:00,37481.2,37516.05,37348.35,37365.5
2023-01-17 12:45:00,42053.2,42107.3,41996.4,42000.0
2023-02-21 14:30:00,40617.4,40699.65,40598.5,40691.1
2022-06-23 09:30:00,33099.9,33256.45,33099.85,33247.2
2022-09-19 13:45:00,40959.4,41039.15,40948.4,41019.9
2022-12-02 14:15:00,43003.9,43086.45,43001.45,43077.4
2023-01-31 10:00:00,40295.4,40343.2,40167.7,40279.1
2023-05-15 11:45:00,44041.8,44073.8,44023.25,44026.6
2022-06-02 09:45:00,35513.0,35655.95,35511.0,35614.5
2022-09-07 11:45:00,39430.6,39532.0,39418.15,39526.2
2022-05-09 11:00:00,34141.1,34195.2,34099.95,34127.6
2023-04-10 09:30:00,41033.4,41039.7,40922.7,41005.9
2022-06-24 14:15:00,33687.4,33708.65,33640.55,33700.5
2023-04-26 09:45:00,42481.3,42505.35,42432.25,42490.6
2022-12-12 12:30:00,43723.6,43735.7,43681.9,43722.1
2022-05-05 13:00:00,35717.3,35735.1,35583.15,35601.7
2022-10-19 11:15:00,40506.1,40528.45,40472.75,40484.4
2023-07-04 11:15:00,45281.6,45327.8,45271.45,45285.4
2022-08-29 12:15:00,38273.2,38330.9,38268.85,38326.4
2023-04-17 14:45:00,42230.9,42260.0,42169.6,42201.8
2022-07-08 12:30:00,35109.3,35132.4,35078.5,35082.8
2023-01-11 15:00:00,42303.8,42309.85,42176.55,42248.4
2023-02-21 11:45:00,40801.4,40891.0,40793.5,40888.4
2022-12-05 11:00:00,43138.5,43178.7,43113.05,43173.4
2023-04-03 09:15:00,40695.8,40719.9,40541.9,40591.9
2022-09-30 13:15:00,38579.6,38684.35,38579.65,38639.5
2022-02-03 10:45:00,39237.4,39280.8,39217.7,39257.1
2023-05-02 10:45:00,43365.3,43426.4,43359.55,43409.2
2023-02-22 09:15:00,40494.1,40529.25,40397.05,40452.6
2023-01-11 14:30:00,42145.7,42260.0,42144.85,42236.4
2023-05-25 09:15:00,43630.2,43705.15,43526.55,43556.6
2022-06-17 13:00:00,32694.0,32722.1,32609.4,32622.7
2022-12-29 12:15:00,42647.0,42686.6,42619.85,42630.2
2023-02-03 13:15:00,40962.9,40977.4,40886.8,40900.8
2022-02-24 10:15:00,36124.6,36264.2,36107.6,36251.4
2022-04-05 10:30:00,38303.6,38317.1,38174.8,38213.4
2022-03-15 14:00:00,34962.8,34962.75,34845.2,34882.9
2022-12-30 15:15:00,42972.6,43094.95,42927.95,43038.5
2022-06-20 15:00:00,32508.0,32715.15,32492.0,32703.3
2022-12-01 12:45:00,43391.1,43408.0,43367.7,43381.2
2022-02-03 15:00:00,39081.4,39155.85,39041.1,39062.6
2022-04-04 09:15:00,37824.9,38230.25,37665.55,38141.2
2022-08-30 14:30:00,39343.5,39386.35,39313.45,39365.9
2023-04-13 09:45:00,41707.7,41773.8,41703.05,41724.4
2023-04-10 10:00:00,40913.9,40975.2,40876.0,40909.4
2023-05-19 15:15:00,43963.4,44016.95,43942.5,43956.4
